Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WEB,Chrome 101.0.4951.54,,,2022-05-13 22:52:21,2022-05-13 22:59:20,6m - 59.778s,FAILED
,,,,,,,
Test Cases/WEB/Auth/Register,Chrome 101.0.4951.54,,,2022-05-13 22:52:21,2022-05-13 22:53:12,50.400s,FAILED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-13 22:52:22,2022-05-13 22:52:27,4.458s,PASSED
maximizeWindow(),Chrome 101.0.4951.54,,,2022-05-13 22:52:27,2022-05-13 22:52:27,0.287s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-13 22:52:27,2022-05-13 22:52:29,1.981s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_ico""))",Chrome 101.0.4951.54,,,2022-05-13 22:52:29,2022-05-13 22:52:34,5.367s,PASSED
"click(findTestObject(""WEB/Auth/Register/register_a""))",Chrome 101.0.4951.54,,,2022-05-13 22:52:34,2022-05-13 22:52:35,0.911s,PASSED
"for ([i = 1, i <= 7, (i++)])",Chrome 101.0.4951.54,,,2022-05-13 22:52:35,2022-05-13 22:53:10,35.316s,FAILED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-13 22:53:10,2022-05-13 22:53:12,1.281s,PASSED
,,,,,,,
Test Cases/WEB/Auth/Login,Chrome 101.0.4951.54,,,2022-05-13 22:53:12,2022-05-13 22:54:28,1m - 16.519s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-13 22:53:12,2022-05-13 22:53:14,1.847s,PASSED
"for ([i = 1, i <= 6, (i++)])",Chrome 101.0.4951.54,,,2022-05-13 22:53:14,2022-05-13 22:54:27,1m - 13.001s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-13 22:54:27,2022-05-13 22:54:28,0.934s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/DetailProduct,Chrome 101.0.4951.54,,,2022-05-13 22:54:28,2022-05-13 22:54:42,13.535s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-13 22:54:29,2022-05-13 22:54:31,2.006s,PASSED
