Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WEB,Chrome 101.0.4951.54,,,2022-05-15 13:28:39,2022-05-15 13:34:43,6m - 3.781s,FAILED
,,,,,,,
Test Cases/WEB/Auth/Register,Chrome 101.0.4951.54,,,2022-05-15 13:28:40,2022-05-15 13:29:31,50.725s,FAILED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-15 13:28:41,2022-05-15 13:28:46,5.004s,PASSED
maximizeWindow(),Chrome 101.0.4951.54,,,2022-05-15 13:28:46,2022-05-15 13:28:46,0.511s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-15 13:28:46,2022-05-15 13:28:49,2.399s,PASSED
"click(findTestObject(""WEB/Auth/Login/login_ico""))",Chrome 101.0.4951.54,,,2022-05-15 13:28:49,2022-05-15 13:28:55,5.987s,PASSED
"click(findTestObject(""WEB/Auth/Register/register_a""))",Chrome 101.0.4951.54,,,2022-05-15 13:28:55,2022-05-15 13:28:56,1.301s,PASSED
"for ([i = 1, i <= 7, (i++)])",Chrome 101.0.4951.54,,,2022-05-15 13:28:56,2022-05-15 13:29:30,33.714s,FAILED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-15 13:29:30,2022-05-15 13:29:31,0.893s,PASSED
,,,,,,,
Test Cases/WEB/Auth/Login,Chrome 101.0.4951.54,,,2022-05-15 13:29:31,2022-05-15 13:30:58,1m - 26.917s,FAILED
"for ([i = 1, i <= 7, (i++)])",Chrome 101.0.4951.54,,,2022-05-15 13:29:31,2022-05-15 13:30:58,1m - 26.386s,FAILED
,,,,,,,
Test Cases/WEB/Homepage/DetailProduct,Chrome 101.0.4951.54,,,2022-05-15 13:30:58,2022-05-15 13:31:07,9.604s,PASSED
"openBrowser("""")",Chrome 101.0.4951.54,,,2022-05-15 13:30:58,2022-05-15 13:30:59,1.575s,PASSED
maximizeWindow(),Chrome 101.0.4951.54,,,2022-05-15 13:30:59,2022-05-15 13:31:00,0.188s,PASSED
"navigateToUrl(""https://qa.alta.id/"")",Chrome 101.0.4951.54,,,2022-05-15 13:31:00,2022-05-15 13:31:01,1.727s,PASSED
"name = getText(findTestObject(""WEB/Homepage/DetailProduct/HP_name""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:01,2022-05-15 13:31:04,2.919s,PASSED
"click(findTestObject(""WEB/Homepage/DetailProduct/button_Detail""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:04,2022-05-15 13:31:05,0.491s,PASSED
"d_name = getText(findTestObject(""WEB/Homepage/DetailProduct/Detail_name""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:05,2022-05-15 13:31:06,1.455s,PASSED
"verifyEqual(name, d_name)",Chrome 101.0.4951.54,,,2022-05-15 13:31:06,2022-05-15 13:31:06,0.030s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-15 13:31:06,2022-05-15 13:31:07,0.875s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/AddToCart,Chrome 101.0.4951.54,,,2022-05-15 13:31:07,2022-05-15 13:31:27,19.759s,PASSED
"callTestCase(findTestCase(""WEB/Auth/Login_Success""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-15 13:31:08,2022-05-15 13:31:23,15.330s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Beli""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:23,2022-05-15 13:31:23,0.522s,PASSED
"name = getText(findTestObject(""WEB/Homepage/AddToCart/div_name""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:23,2022-05-15 13:31:25,1.143s,PASSED
"click(findTestObject(""WEB/Homepage/AddToCart/button_Cart""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:25,2022-05-15 13:31:25,0.510s,PASSED
"cName = getText(findTestObject(""WEB/Homepage/AddToCart/div_cartName""))",Chrome 101.0.4951.54,,,2022-05-15 13:31:25,2022-05-15 13:31:26,0.544s,PASSED
"verifyEqual(name, cName)",Chrome 101.0.4951.54,,,2022-05-15 13:31:26,2022-05-15 13:31:26,0.002s,PASSED
"verifyElementText(findTestObject(""WEB/Homepage/AddToCart/jml_product""), ""1"")",Chrome 101.0.4951.54,,,2022-05-15 13:31:26,2022-05-15 13:31:26,0.487s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-15 13:31:26,2022-05-15 13:31:27,0.837s,PASSED
,,,,,,,
Test Cases/WEB/Homepage/IncreaseQuantity,Chrome 101.0.4951.54,,,2022-05-15 13:31:27,2022-05-15 13:31:52,24.801s,PASSED
"callTestCase(findTestCase(""WEB/Auth/Login_Success""), [:], CONTINUE_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-15 13:31:28,2022-05-15 13:31:46,18.733s,PASSED
